,,,,,,,,,,,,,,,index,trial_id,registry,registration_date,start_date,retrospective_registration,sponsor,recruitment_status,phase,study_type,countries,title,acronym,study_category,intervention,intervention_list,enrollment,primary_completion_date,full_completion_date,registy_url,results_type,results_published_date,results_url,last_updated,cross_registration
3752,NCT04338958,ClinicalTrials.gov,7.04.2020,22.04.2020,TRUE,University,of,Jena,Recruiting,Phase,2,Interventional,Germany,Ruxolitinib,in,Covid-19,Patients,With,Defined,Hyperinflammation,RuxCoFlam,Drug,Ruxolitinib,Ruxolitinib,200,31.01.2021,31.08.2021,https://clinicaltrials.gov/show/NCT04338958,No,Results,No,Results,No,Results,21.09.2020,EUCTR2020-001481-11,,,
3753,NCT04341506,ClinicalTrials.gov,7.04.2020,8.09.2020,FALSE,Northwestern,Medicine,Recruiting,Not,Applicable,Observational,United,States,Non-contact,ECG,Sensor,System,for,COVID19,,Clinical,Presentation,No,Intervention,No,Intervention,100,15.07.2021,15.12.2021,https://clinicaltrials.gov/show/NCT04341506,No,Results,No,Results,No,Results,21.09.2020,None,
3756,NCT04355962,ClinicalTrials.gov,26.03.2020,23.04.2020,FALSE,University,of,Zurich,Recruiting,Phase,3,Interventional,Switzerland,Sevoflurane,in,COVID-19,ARDS,(SevCov),,Drug,Sevoflurane,Sevoflurane,64,31.03.2021,31.03.2021,https://clinicaltrials.gov/show/NCT04355962,No,Results,No,Results,No,Results,21.09.2020,None,,,,,
3757,NCT04359901,ClinicalTrials.gov,20.04.2020,10.04.2020,TRUE,Westyn,Branch-Elliman,Recruiting,Phase,2,Interventional,United,States,Sarilumab,for,Patients,With,Moderate,COVID-19,Disease,,Drug,Sarilumab,Sarilumab,120,22.04.2020,23.04.2020,https://clinicaltrials.gov/show/NCT04359901,No,Results,No,Results,No,Results,21.09.2020,None,,,
3766,NCT04365127,ClinicalTrials.gov,24.04.2020,27.04.2020,FALSE,Sara,Ghandehari,Not,Recruiting,Phase,1,Interventional,United,States,Progesterone,for,the,Treatment,of,COVID-19,in,Hospitalized,Men,,Drug,Progesterone,Progesterone,40,20.08.2020,17.04.2021,https://clinicaltrials.gov/show/NCT04365127,No,Results,No,Results,No,Results,21.09.2020,None
3770,NCT04377607,ClinicalTrials.gov,4.05.2020,1.11.2020,FALSE,Nevsehir,Public,Hospital,Recruiting,Not,Applicable,Observational,Turkey,Haemoglobin,Concentration,on,COVID-19,,Clinical,Presentation,No,Intervention,No,Intervention,200,20.11.2020,30.12.2020,https://clinicaltrials.gov/show/NCT04377607,No,Results,No,Results,No,Results,21.09.2020,None,,,
3783,NCT04407195,ClinicalTrials.gov,27.05.2020,1.06.2020,FALSE,Northeastern,University,Not,Recruiting,Not,Applicable,Observational,United,States,COVID-19,and,Mental,Health,,Other,(psych),No,Intervention,No,Intervention,2000,1.06.2021,1.06.2021,https://clinicaltrials.gov/show/NCT04407195,No,Results,No,Results,No,Results,21.09.2020,None,,
3789,NCT04422509,ClinicalTrials.gov,3.06.2020,3.10.2020,FALSE,Radboud,University,Recruiting,Phase,1/Phase,2,Interventional,Netherlands,Lanadelumab,for,Treatment,of,COVID-19,Disease,COVID_LAN,Drug,Lanadelumab,Lanadelumab,80,3.08.2021,3.08.2021,https://clinicaltrials.gov/show/NCT04422509,No,Results,No,Results,No,Results,21.09.2020,None,,,,
3790,NCT04436458,ClinicalTrials.gov,16.06.2020,1.12.2020,FALSE,First,Wave,Bio,,Inc.,Not,Recruiting,Phase,2,Interventional,No,Country,Given,Niclosamide,In,Moderate,COVID-19,,Drug,Niclosamide,Niclosamide,100,21.04.2020,21.04.2020,https://clinicaltrials.gov/show/NCT04436458,No,Results,No,Results,No,Results,21.09.2020,None,
3795,NCT04471649,ClinicalTrials.gov,7.07.2020,15.06.2020,TRUE,Tanta,University,Recruiting,Not,Applicable,Observational,Egypt,Hydroxy,Chloroquine,and,Covid,in,RA,Patients,Covid-19,Drug,Hydroxychloroquine,Hydroxychloroquine,80,20.10.2020,20.11.2020,https://clinicaltrials.gov/show/NCT04471649,No,Results,No,Results,No,Results,21.09.2020,None,,,,
3798,NCT04479293,ClinicalTrials.gov,19.07.2020,1.07.2020,TRUE,Assiut,University,Recruiting,Not,Applicable,Observational,Egypt,Post,COVID-19,Functional,Status,in,Egypt,,Clinical,Presentation,No,Intervention,No,Intervention,400,30.10.2020,30.11.2020,https://clinicaltrials.gov/show/NCT04479293,Pre-Print,Article,1.09.2020,https://doi.org/10.1101/2020.08.26.20182618,21.09.2020,None,,,,
3801,NCT04483830,ClinicalTrials.gov,22.07.2020,5.06.2020,TRUE,CLINEDEM,Not,Recruiting,Phase,2/Phase,3,Interventional,Mexico,Suloexide,in,the,Treatment,of,Early,Stages,of,COVID-19,SulES-COVID,Drug,Suloexide,Suloexide,243,6.08.2020,7.09.2020,https://clinicaltrials.gov/show/NCT04483830,No,Results,No,Results,No,Results,21.09.2020,None,
3811,NCT04529525,ClinicalTrials.gov,21.08.2020,19.08.2020,TRUE,Instituto,de,Cardiología,de,Corrientes,Recruiting,Phase,2/Phase,3,Interventional,Argentina,Ivermectin,to,Prevent,Hospitalizations,in,COVID-19,IVERCORCOVID19,Drug,Ivermectin,Ivermectin,500,31.12.2020,31.01.2021,https://clinicaltrials.gov/show/NCT04529525,No,Results,No,Results,No,Results,21.09.2020,None,
3813,NCT04536051,ClinicalTrials.gov,1.09.2020,2.06.2020,TRUE,University,of,Oxford,Recruiting,Phase,3,Interventional,Brazil,A,Study,of,a,Candidate,COVID-19,Vaccine,(COV003),,ATMP,Vaccine,Vaccine,5000,21.09.2020,21.09.2020,https://clinicaltrials.gov/show/NCT04536051,No,Results,No,Results,No,Results,21.09.2020,None,,
3827,NCT04542941,ClinicalTrials.gov,31.08.2020,16.06.2020,TRUE,Makerere,University,Not,Recruiting,Not,Applicable,Interventional,Uganda,Assessment,of,Safety,and,Efficacy,of,CCP,COVIDIT,ATMP,Plasma,Plasma,136,31.10.2020,31.10.2020,https://clinicaltrials.gov/show/NCT04542941,No,Results,No,Results,No,Results,21.09.2020,None,,,
3833,NCT04544150,ClinicalTrials.gov,8.09.2020,1.06.2020,TRUE,Assiut,University,Not,Recruiting,Not,Applicable,Observational,Egypt,Gastrointestinal,Manifestations,Among,Patients,With,COVID19,,Clinical,Presentation,No,Intervention,No,Intervention,220,1.09.2020,1.09.2020,https://clinicaltrials.gov/show/NCT04544150,No,Results,No,Results,No,Results,21.09.2020,None,
3836,NCT04544878,ClinicalTrials.gov,3.09.2020,26.03.2020,TRUE,Bicetre,Hospital,Recruiting,Not,Applicable,Observational,France,Pediatric,Intensive,Care,and,COVID-19,CLOVIS,Clinical,Presentation,No,Intervention,No,Intervention,100,1.06.2021,1.06.2021,https://clinicaltrials.gov/show/NCT04544878,No,Results,No,Results,No,Results,21.09.2020,None,,,
3837,NCT04544891,ClinicalTrials.gov,9.09.2020,1.10.2020,FALSE,CHU,de,Nancy,Not,Recruiting,Not,Applicable,Observational,France,TREM-1,Pathway,Activation,in,COVID-19,CoviTrem1,Clinical,Presentation,No,Intervention,No,Intervention,1000,1.10.2022,1.04.2023,https://clinicaltrials.gov/show/NCT04544891,No,Results,No,Results,No,Results,21.09.2020,None,
3842,NCT04546776,ClinicalTrials.gov,9.09.2020,8.09.2020,TRUE,Quadram,Institute,Bioscience,Recruiting,Not,Applicable,Observational,United,Kingdom,COVID-19,Persistence,in,Stool,CoPS,Clinical,Presentation,No,Intervention,No,Intervention,200,22.06.2020,22.06.2020,https://clinicaltrials.gov/show/NCT04546776,No,Results,No,Results,No,Results,21.09.2020,None,,
3849,NCT04547283,ClinicalTrials.gov,9.09.2020,14.06.2020,TRUE,Atrium,Health,Recruiting,Not,Applicable,Interventional,United,States,Awake-Prone,Positioning,Strategy,for,Hypoxic,Patients,With,COVID-19,,Procedure,Positioning,Positioning,40,20.09.2020,30.09.2020,https://clinicaltrials.gov/show/NCT04547283,No,Results,No,Results,No,Results,21.09.2020,None,,
3850,NCT04547634,ClinicalTrials.gov,17.08.2020,1.07.2020,TRUE,University,of,Malaga,Recruiting,Not,Applicable,Interventional,Spain,Telerehabilitation,in,Oncology,Patients,,Telehealth,Physio,&,Rehabilitation,Physio,&,Rehabilitation,30,20.11.2020,20.12.2020,https://clinicaltrials.gov/show/NCT04547634,No,Results,No,Results,No,Results,21.09.2020,None,,
3851,NCT04547660,ClinicalTrials.gov,9.09.2020,16.07.2020,TRUE,Hospital,de,Clinicas,de,Porto,Alegre,Recruiting,Phase,3,Interventional,Brazil,Convalescent,Plasma,for,Severe,COVID-19,Patients,PLACOVID,ATMP,Plasma,Plasma,160,21.07.2020,21.10.2020,https://clinicaltrials.gov/show/NCT04547660,No,Results,No,Results,No,Results,21.09.2020,None,
3860,NCT04551274,ClinicalTrials.gov,1.09.2020,1.10.2020,FALSE,Simon,Fraser,University,Not,Recruiting,Not,Applicable,Interventional,Canada,Music,Therapy,in,Frontline,Healthcare,Workers,,Other,(psych),Psychological,Psychological,20,30.11.2020,30.11.2020,https://clinicaltrials.gov/show/NCT04551274,No,Results,No,Results,No,Results,21.09.2020,None,,
3868,ISRCTN59048638,ISRCTN,4.06.2020,15.06.2020,FALSE,CLINEDEM,Recruiting,Not,Applicable,Interventional,Mexico,Sulodexide,in,the,treatment,of,COVID-19,,Drug,Sulodexide,Sulodexide,200,Not,Available,30.11.2020,http://isrctn.com/ISRCTN59048638,No,Results,No,Results,No,Results,21.09.2020,None,,,,,
3878,NCT04331054,ClinicalTrials.gov,29.03.2020,13.04.2020,TRUE,Assistance,Publique,–,Hôpitaux,de,Paris,Recruiting,Phase,3,Interventional,France,Protective,Role,of,Inhaled,Steroids,for,Covid-19,Infection,INHASCO,Drug,Corticosteroids,+,formoterol,Budesonide,,,,,,,,,
3884,NCT04345848,ClinicalTrials.gov,7.04.2020,28.04.2020,FALSE,University,Hospital,,Geneva,Recruiting,Phase,3,Interventional,Switzerland,Preventing,COVID-19,Complications,With,Low-,and,High-dose,Anticoagulation,COVID-HEP,Drug,Heparin,Heparin,200,31.03.2021,31.03.2021,https://clinicaltrials.gov/show/NCT04345848,No,Results,No,Results,No,Results,28.09.2020,None,
3885,NCT04350580,ClinicalTrials.gov,8.04.2020,11.04.2020,TRUE,Centre,Hospitalier,St.,Anne,Recruiting,Phase,3,Interventional,France,Polyvalent,Immunoglobulin,in,COVID-19,Related,ARds,ICAR,ATMP,Immunoglobulin,Immunoglobulin,138,21.04.2020,21.06.2020,https://clinicaltrials.gov/show/NCT04350580,No,Results,No,Results,No,Results,28.09.2020,EUCTR2020-001570-30,,,
3886,NCT04353674,ClinicalTrials.gov,7.04.2020,28.04.2020,FALSE,Lawson,Health,Research,Institute,Recruiting,Not,Applicable,Interventional,Canada,Modulation,of,Hyperinflammation,in,COVID-19,,Other,(device),Dialysis,Dialysis,40,20.12.2020,21.01.2020,https://clinicaltrials.gov/show/NCT04353674,No,Results,No,Results,No,Results,28.09.2020,None,,,
3890,NCT04361422,ClinicalTrials.gov,21.04.2020,1.12.2020,FALSE,Tanta,University,Not,Recruiting,Phase,3,Interventional,No,Country,Given,Isotretinoin,in,Treatment,of,COVID-19,Randomized,Drug,Isotretinoin,Isotretinoin,300,21.08.2020,21.12.2020,https://clinicaltrials.gov/show/NCT04361422,No,Results,No,Results,No,Results,28.09.2020,None,,,
3898,NCT04388527,ClinicalTrials.gov,4.05.2020,30.04.2020,TRUE,University,of,Pennsylvania,Recruiting,Phase,1,Interventional,United,States,COVID-19,Convalescent,Plasma,for,Mechanically,Ventilated,Population,,ATMP,Plasma,Plasma,50,31.12.2020,31.03.2021,https://clinicaltrials.gov/show/NCT04388527,No,Results,No,Results,No,Results,28.09.2020,None,,
3899,NCT04393805,ClinicalTrials.gov,16.05.2020,1.06.2020,FALSE,Quovadis,Associazione,Recruiting,Not,Applicable,Observational,Italy,Heparins,for,Thromboprophylaxis,in,COVID-19,Patients:,HETHICO,Study,in,Veneto,HETHICO,Drug,Heparin,Heparin,877,20.12.2020,20.12.2020,https://clinicaltrials.gov/show/NCT04393805,No,Results,No,Results,No,Results,28.09.2020,None,
3902,NCT04407273,ClinicalTrials.gov,27.05.2020,14.05.2020,TRUE,Institut,d'Investigació,Sanitària,Pere,Virgili,Not,Recruiting,Not,Applicable,Observational,Spain,STATIN,THERAPY,AND,COVID-19,INFECTION,STACOV,Drug,Statins,Statins,1200,20.08.2020,30.12.2020,https://clinicaltrials.gov/show/NCT04407273,No,Results,No,Results,No,Results,28.09.2020,None,,
3909,NCT04429477,ClinicalTrials.gov,9.06.2020,1.05.2020,TRUE,University,of,São,Paulo,Not,Recruiting,Not,Applicable,Observational,Brazil,Cerebral,Compliance,Impairment,in,COVID-19,,Clinical,Presentation,No,Intervention,No,Intervention,50,15.07.2020,31.07.2020,https://clinicaltrials.gov/show/NCT04429477,No,Results,No,Results,No,Results,28.09.2020,None
3914,NCT04468087,ClinicalTrials.gov,3.07.2020,7.10.2020,FALSE,Hospital,do,Coração,Not,Recruiting,Phase,2/Phase,3,Interventional,Brazil,Antiviral,Agents,Against,COVID-19,Infection,REVOLUTIOn,Drug,Atazanavir,vs.,Daclatasvir,vs.,Sofusbuvir,vs.,Favipiravir,Atazanavir,,,,,,,,,
3915,NCT04468412,ClinicalTrials.gov,9.07.2020,14.07.2020,FALSE,Radboud,University,Not,Recruiting,Not,Applicable,Observational,Netherlands,Influence,of,COVID-19,on,Vascular,Endothelial,Function,COVAS,Clinical,Presentation,No,Intervention,No,Intervention,203,30.09.2021,30.09.2021,https://clinicaltrials.gov/show/NCT04468412,No,Results,No,Results,No,Results,28.09.2020,None
3916,NCT04471636,ClinicalTrials.gov,9.07.2020,18.09.2020,FALSE,Ludwig,Maximilian,University,of,Munich,Recruiting,Not,Applicable,Interventional,Germany,Telemedicine,in,Outpatient,Covid-19,Patients,MR,SPOC,Telehealth,Telehealth,Telehealth,600,21.02.2020,21.03.2020,https://clinicaltrials.gov/show/NCT04471636,No,Results,No,Results,No,Results,28.09.2020,None,,
3932,NCT04528329,ClinicalTrials.gov,24.08.2020,30.08.2020,FALSE,ClinAmygate,Recruiting,Phase,4,Interventional,Egypt,Anosmia,and,/,or,Ageusia,and,Early,Corticosteroid,Use,,Drug,Corticosteroids,Dexamthasone,300,30.11.2020,15.12.2020,https://clinicaltrials.gov/show/NCT04528329,No,Results,No,Results,No,Results,28.09.2020,None,,,
3934,NCT04530409,ClinicalTrials.gov,24.08.2020,26.08.2020,FALSE,ClinAmygate,Recruiting,Phase,4,Interventional,Egypt,Timing,of,Corticosteroids,in,COVID-19,,Drug,Corticosteroids,Dexamthasone,450,1.12.2020,1.01.2021,https://clinicaltrials.gov/show/NCT04530409,No,Results,No,Results,No,Results,28.09.2020,None,,,,,,,
3947,NCT04549350,ClinicalTrials.gov,8.09.2020,19.05.2020,TRUE,Zagazig,University,Not,Recruiting,Not,Applicable,Observational,Egypt,Sleep,Quality,Among,HCWs,,Other,No,Intervention,No,Intervention,217,18.08.2020,5.09.2020,https://clinicaltrials.gov/show/NCT04549350,No,Results,No,Results,No,Results,28.09.2020,None,,,,
3948,NCT04549831,ClinicalTrials.gov,11.09.2020,8.04.2020,TRUE,University,of,Siena,Recruiting,Not,Applicable,Observational,Italy,Genetic,Bases,of,COVID-19,Clinical,Variability,GEN-COVID,Genomics,No,Intervention,No,Intervention,2000,8.04.2021,8.04.2026,https://clinicaltrials.gov/show/NCT04549831,No,Results,No,Results,No,Results,28.09.2020,None,,
3962,NCT04554251,ClinicalTrials.gov,6.09.2020,1.09.2020,TRUE,Assiut,University,Recruiting,Not,Applicable,Observational,Egypt,Global,Impact,of,COVID-19,on,Pulmonology,Special,Units,,Health,System,No,Intervention,No,Intervention,100,1.12.2020,30.12.2020,https://clinicaltrials.gov/show/NCT04554251,No,Results,No,Results,No,Results,28.09.2020,None
3967,NCT04555109,ClinicalTrials.gov,17.09.2020,30.06.2020,TRUE,The,Hospital,for,Sick,Children,Recruiting,Not,Applicable,Observational,Canada,Convalescent,Plasma,for,COVID-19,Research,Donor,Study,CONCOR-Donor,ATMP,Plasma,Plasma,1000,30.06.2021,31.03.2022,https://clinicaltrials.gov/show/NCT04555109,No,Results,No,Results,No,Results,28.09.2020,None,
3968,NCT04555148,ClinicalTrials.gov,16.09.2020,20.09.2020,FALSE,Green,Cross,Corporation,Recruiting,Phase,2,Interventional,South,Korea,COVIDIG,(COVID-19,Hyper-ImmunoGlobulin),,ATMP,Immunoglobulin,Immunoglobulin,60,30.12.2020,21.08.2020,https://clinicaltrials.gov/show/NCT04555148,No,Results,No,Results,No,Results,28.09.2020,None,,,,,,
3974,NCT04557241,ClinicalTrials.gov,16.09.2020,1.10.2020,FALSE,Indiana,University,Not,Recruiting,Not,Applicable,Interventional,No,Country,Given,Brief,Informational,Intervention,for,COVID-19,Misinformation,Prophylaxis,,Other,Other,Other,1000,21.01.2020,21.02.2020,https://clinicaltrials.gov/show/NCT04557241,No,Results,No,Results,No,Results,28.09.2020,None,
3977,NCT04558320,ClinicalTrials.gov,19.09.2020,2.07.2020,TRUE,University,of,Rochester,Recruiting,Not,Applicable,Observational,United,States,COVID-19,and,Lactating,Mothers,,Clinical,Presentation,No,Intervention,No,Intervention,100,1.04.2021,1.04.2021,https://clinicaltrials.gov/show/NCT04558320,No,Results,No,Results,No,Results,28.09.2020,None,,
4003,EUCTR2020-001645-40-IT,EU,Clinical,Trials,Register,22.09.2020,6.05.2020,TRUE,Dompe,Farmaceutici,Authorised,Phase,2/Phase,3,Interventional,Italy,Reparixin,in,COVID-19,pneumonia,,Drug,Reparixin,Reparixin,159,Not,Available,Not,Available,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001645-40,No,Results,No,Results,No,Results,28.09.2020,None,
4011,NCT04333472,ClinicalTrials.gov,1.04.2020,6.10.2020,FALSE,Can-Fite,BioPharma,Not,Recruiting,Phase,2,Interventional,Israel,Piclidenoson,for,Treatment,of,COVID-19,,Drug,Piclidenoson,Piclidenoson,40,6.03.2021,6.07.2021,https://clinicaltrials.gov/show/NCT04333472,No,Results,No,Results,No,Results,5.10.2020,None,,,,,
4015,NCT04343261,ClinicalTrials.gov,8.04.2020,10.04.2020,FALSE,Saint,Francis,Care,Not,Recruiting,Phase,2,Interventional,United,States,Convalescent,Plasma,in,the,Treatment,of,COVID,19,,ATMP,Plasma,Plasma,48,23.07.2020,13.08.2020,https://clinicaltrials.gov/show/NCT04343261,Pre-Print,Article,1.09.2020,https://doi.org/10.1101/2020.08.27.20183293,5.10.2020,None,,
4016,NCT04344587,ClinicalTrials.gov,8.04.2020,23.04.2020,FALSE,Boston,University,Recruiting,Not,Applicable,Interventional,United,States,,Spain,Awake,Prone,Position,for,Early,Hypoxemia,in,COVID-19,APPEX-19,Procedure,Positioning,Positioning,560,20.12.2020,20.12.2020,https://clinicaltrials.gov/show/NCT04344587,No,Results,No,Results,No,Results,5.10.2020,None
4020,NCT04346342,ClinicalTrials.gov,9.04.2020,6.03.2020,TRUE,UMC,Amsterdam,Not,Recruiting,Not,Applicable,Observational,Netherlands,PRactice,of,VENTilation,in,COVID-19,Patients,(PRoVENT-COVID),,Other,(physical),Mechanical,ventilation,Mechanical,ventilation,1122,1.09.2020,1.09.2020,https://clinicaltrials.gov/show/NCT04346342,No,Results,No,Results,No,Results,5.10.2020,None
4023,NCT04351295,ClinicalTrials.gov,15.04.2020,20.04.2020,FALSE,Tanta,University,Recruiting,Phase,2/Phase,3,Interventional,Egypt,Efficacy,of,Faviprevir,in,COVID-19,Treatment,,Drug,Favipiravir,Favipiravir,90,1.12.2020,1.12.2020,https://clinicaltrials.gov/show/NCT04351295,No,Results,No,Results,No,Results,5.10.2020,None,,,,
4025,NCT04355767,ClinicalTrials.gov,17.04.2020,11.08.2020,FALSE,Stanford,University,Recruiting,Phase,3,Interventional,United,States,Convalescent,Plasma,in,Outpatients,With,COVID-19,C3PO,ATMP,Plasma,Plasma,600,22.12.2020,22.12.2020,https://clinicaltrials.gov/show/NCT04355767,No,Results,No,Results,No,Results,5.10.2020,None,,,,
4034,NCT04384445,ClinicalTrials.gov,9.05.2020,8.09.2020,FALSE,Organicell,Regenerative,Medicine,Recruiting,Phase,1/Phase,2,Interventional,United,States,Zofin,(Organicell,Flow),for,Patients,With,COVID-19,,ATMP,Exosomes,Exosomes,20,31.10.2020,31.12.2020,https://clinicaltrials.gov/show/NCT04384445,No,Results,No,Results,No,Results,5.10.2020,None,
4035,NCT04390022,ClinicalTrials.gov,7.05.2020,31.07.2020,FALSE,Clínica,Universidad,de,Navarra,Not,Recruiting,Phase,2,Interventional,Spain,Sars-CoV-2/COVID-19,Ivermectin,Navarra-ISGlobal,Trial,SAINT,Drug,Ivermectin,Ivermectin,24,30.11.2020,30.12.2020,https://clinicaltrials.gov/show/NCT04390022,No,Results,No,Results,No,Results,5.10.2020,None,,,,
4043,NCT04420182,ClinicalTrials.gov,29.05.2020,17.08.2020,FALSE,Lawson,Health,Research,Institute,Recruiting,Not,Applicable,Interventional,Canada,COVID-19,Virtual,Care,at,Home,,Other,(software),eHealth,eHealth,2000,30.06.2021,31.12.2021,https://clinicaltrials.gov/show/NCT04420182,No,Results,No,Results,No,Results,5.10.2020,None,,,
4050,NCT04435522,ClinicalTrials.gov,15.06.2020,21.09.2020,FALSE,Rhode,Island,Hospital,Recruiting,Phase,1,Interventional,United,States,Maraviroc,in,Patients,With,Moderate,and,Severe,COVID-19,,Drug,Maraviroc,Maraviroc,16,31.12.2020,21.01.2020,https://clinicaltrials.gov/show/NCT04435522,No,Results,No,Results,No,Results,5.10.2020,None,
4052,NCT04447638,ClinicalTrials.gov,24.06.2020,20.03.2020,TRUE,Çanakkale,Onsekiz,Mart,University,Not,Recruiting,Not,Applicable,Observational,Turkey,Percutaneous,Tracheostomy,With,COVID-19,,Procedure,Tracheostomy,Tracheostomy,24,1.06.2020,1.06.2020,https://clinicaltrials.gov/show/NCT04447638,No,Results,No,Results,No,Results,5.10.2020,None,,,,
4060,NCT04469114,ClinicalTrials.gov,10.07.2020,16.09.2020,FALSE,Hospital,Israelita,Albert,Einstein,Recruiting,Phase,2,Interventional,Brazil,Tofacitinib,in,Hospitalized,Patients,With,COVID-19,Pneumonia,,Drug,Tofacitinib,Tofacitinib,260,7.12.2020,31.01.2021,https://clinicaltrials.gov/show/NCT04469114,No,Results,No,Results,No,Results,5.10.2020,None,,
4065,NCT04477889,ClinicalTrials.gov,17.07.2020,20.06.2020,TRUE,Methodist,Health,System,Recruiting,Not,Applicable,Observational,United,States,Methodist,Health,System,COVID-19,Patient,Registry,,Clinical,Presentation,No,Intervention,No,Intervention,500,25.12.2020,26.12.2020,https://clinicaltrials.gov/show/NCT04477889,No,Results,No,Results,No,Results,5.10.2020,None
4070,NCT04485169,ClinicalTrials.gov,21.07.2020,1.04.2020,TRUE,UNICEF,Not,Recruiting,Not,Applicable,Interventional,Pakistan,Therapeutic,Plasma,Exchange,for,Coronavirus,Disease-2019,Triggered,Cytokine,Release,Storm,,,,,,,,,,,,,,,,,
4078,NCT04508972,ClinicalTrials.gov,10.08.2020,1.07.2020,TRUE,McGill,University,Recruiting,Not,Applicable,Observational,Canada,The,VOICE-COVID-19,,Diagnostics,Diagnostic,Test,or,Assessment,Diagnostic,Test,or,Assessment,200,1.10.2020,1.11.2020,https://clinicaltrials.gov/show/NCT04508972,No,Results,No,Results,No,Results,5.10.2020,None,,,
4084,NCT04527081,ClinicalTrials.gov,24.08.2020,31.08.2020,FALSE,AnGes,,Inc.,Not,Recruiting,Phase,1/Phase,2,Interventional,Japan,Study,of,COVID-19,DNA,Vaccine,(AG0302-COVID19),,ATMP,Vaccine,Vaccine,30,26.11.2020,30.09.2021,https://clinicaltrials.gov/show/NCT04527081,No,Results,No,Results,No,Results,5.10.2020,None,,
